region,fuelcat,fuelsubcat,phase,species,efgroup
33-35,canopy,snags class 1 foliage,flaming,CO2,33
33-35,canopy,snags class 1 foliage,flaming,CO,33
33-35,canopy,snags class 1 foliage,flaming,CH4,33
33-35,canopy,snags class 1 foliage,smoldering,CO2,34
33-35,canopy,snags class 1 foliage,smoldering,CO,34
33-35,canopy,snags class 1 foliage,smoldering,CH4,34
33-35,canopy,snags class 1 foliage,residual,CO2,34
33-35,canopy,snags class 1 foliage,residual,CO,34
33-35,canopy,snags class 1 foliage,residual,CH4,34
33-35,canopy,snags class 1 wood,flaming,CO2,33
33-35,canopy,snags class 1 wood,flaming,CO,33
33-35,canopy,snags class 1 wood,flaming,CH4,33
33-35,canopy,snags class 1 wood,smoldering,CO2,34
33-35,canopy,snags class 1 wood,smoldering,CO,34
33-35,canopy,snags class 1 wood,smoldering,CH4,34
33-35,canopy,snags class 1 wood,residual,CO2,34
33-35,canopy,snags class 1 wood,residual,CO,34
33-35,canopy,snags class 1 wood,residual,CH4,34
33-35,canopy,snags class 1 no foliage,flaming,CO2,33
33-35,canopy,snags class 1 no foliage,flaming,CO,33
33-35,canopy,snags class 1 no foliage,flaming,CH4,33
33-35,canopy,snags class 1 no foliage,smoldering,CO2,34
33-35,canopy,snags class 1 no foliage,smoldering,CO,34
33-35,canopy,snags class 1 no foliage,smoldering,CH4,34
33-35,canopy,snags class 1 no foliage,residual,CO2,34
33-35,canopy,snags class 1 no foliage,residual,CO,34
33-35,canopy,snags class 1 no foliage,residual,CH4,34
33-35,canopy,snags class 2,flaming,CO2,33
33-35,canopy,snags class 2,flaming,CO,33
33-35,canopy,snags class 2,flaming,CH4,33
33-35,canopy,snags class 2,smoldering,CO2,34
33-35,canopy,snags class 2,smoldering,CO,34
33-35,canopy,snags class 2,smoldering,CH4,34
33-35,canopy,snags class 2,residual,CO2,7
33-35,canopy,snags class 2,residual,CO,7
33-35,canopy,snags class 2,residual,CH4,7
33-35,canopy,snags class 3,flaming,CO2,33
33-35,canopy,snags class 3,flaming,CO,33
33-35,canopy,snags class 3,flaming,CH4,33
33-35,canopy,snags class 3,smoldering,CO2,34
33-35,canopy,snags class 3,smoldering,CO,34
33-35,canopy,snags class 3,smoldering,CH4,34
33-35,canopy,snags class 3,residual,CO2,7
33-35,canopy,snags class 3,residual,CO,7
33-35,canopy,snags class 3,residual,CH4,7
33-35,canopy,ladder fuels,flaming,CO2,33
33-35,canopy,ladder fuels,flaming,CO,33
33-35,canopy,ladder fuels,flaming,CH4,33
33-35,canopy,ladder fuels,smoldering,CO2,34
33-35,canopy,ladder fuels,smoldering,CO,34
33-35,canopy,ladder fuels,smoldering,CH4,34
33-35,canopy,ladder fuels,residual,CO2,
33-35,canopy,ladder fuels,residual,CO,
33-35,canopy,ladder fuels,residual,CH4,
33-35,shrub,primary live,flaming,CO2,33
33-35,shrub,primary live,flaming,CO,33
33-35,shrub,primary live,flaming,CH4,33
33-35,shrub,primary live,smoldering,CO2,34
33-35,shrub,primary live,smoldering,CO,34
33-35,shrub,primary live,smoldering,CH4,34
33-35,shrub,primary live,residual,CO2,
33-35,shrub,primary live,residual,CO,
33-35,shrub,primary live,residual,CH4,
33-35,shrub,primary dead,flaming,CO2,33
33-35,shrub,primary dead,flaming,CO,33
33-35,shrub,primary dead,flaming,CH4,33
33-35,shrub,primary dead,smoldering,CO2,34
33-35,shrub,primary dead,smoldering,CO,34
33-35,shrub,primary dead,smoldering,CH4,34
33-35,shrub,primary dead,residual,CO2,
33-35,shrub,primary dead,residual,CO,
33-35,shrub,primary dead,residual,CH4,
33-35,shrub,secondary live,flaming,CO2,33
33-35,shrub,secondary live,flaming,CO,33
33-35,shrub,secondary live,flaming,CH4,33
33-35,shrub,secondary live,smoldering,CO2,34
33-35,shrub,secondary live,smoldering,CO,34
33-35,shrub,secondary live,smoldering,CH4,34
33-35,shrub,secondary live,residual,CO2,
33-35,shrub,secondary live,residual,CO,
33-35,shrub,secondary live,residual,CH4,
33-35,shrub,secondary dead,flaming,CO2,33
33-35,shrub,secondary dead,flaming,CO,33
33-35,shrub,secondary dead,flaming,CH4,33
33-35,shrub,secondary dead,smoldering,CO2,34
33-35,shrub,secondary dead,smoldering,CO,34
33-35,shrub,secondary dead,smoldering,CH4,34
33-35,shrub,secondary dead,residual,CO2,
33-35,shrub,secondary dead,residual,CO,
33-35,shrub,secondary dead,residual,CH4,
33-35,nonwoody,primary live,flaming,CO2,33
33-35,nonwoody,primary live,flaming,CO,33
33-35,nonwoody,primary live,flaming,CH4,33
33-35,nonwoody,primary live,smoldering,CO2,34
33-35,nonwoody,primary live,smoldering,CO,34
33-35,nonwoody,primary live,smoldering,CH4,34
33-35,nonwoody,primary live,residual,CO2,
33-35,nonwoody,primary live,residual,CO,
33-35,nonwoody,primary live,residual,CH4,
33-35,nonwoody,primary dead,flaming,CO2,33
33-35,nonwoody,primary dead,flaming,CO,33
33-35,nonwoody,primary dead,flaming,CH4,33
33-35,nonwoody,primary dead,smoldering,CO2,34
33-35,nonwoody,primary dead,smoldering,CO,34
33-35,nonwoody,primary dead,smoldering,CH4,34
33-35,nonwoody,primary dead,residual,CO2,
33-35,nonwoody,primary dead,residual,CO,
33-35,nonwoody,primary dead,residual,CH4,
33-35,nonwoody,secondary live,flaming,CO2,33
33-35,nonwoody,secondary live,flaming,CO,33
33-35,nonwoody,secondary live,flaming,CH4,33
33-35,nonwoody,secondary live,smoldering,CO2,34
33-35,nonwoody,secondary live,smoldering,CO,34
33-35,nonwoody,secondary live,smoldering,CH4,34
33-35,nonwoody,secondary live,residual,CO2,
33-35,nonwoody,secondary live,residual,CO,
33-35,nonwoody,secondary live,residual,CH4,
33-35,nonwoody,secondary dead,flaming,CO2,33
33-35,nonwoody,secondary dead,flaming,CO,33
33-35,nonwoody,secondary dead,flaming,CH4,33
33-35,nonwoody,secondary dead,smoldering,CO2,34
33-35,nonwoody,secondary dead,smoldering,CO,34
33-35,nonwoody,secondary dead,smoldering,CH4,34
33-35,nonwoody,secondary dead,residual,CO2,
33-35,nonwoody,secondary dead,residual,CO,
33-35,nonwoody,secondary dead,residual,CH4,
33-35,woody fuels,1-hr fuels,flaming,CO2,33
33-35,woody fuels,1-hr fuels,flaming,CO,33
33-35,woody fuels,1-hr fuels,flaming,CH4,33
33-35,woody fuels,1-hr fuels,smoldering,CO2,34
33-35,woody fuels,1-hr fuels,smoldering,CO,34
33-35,woody fuels,1-hr fuels,smoldering,CH4,34
33-35,woody fuels,1-hr fuels,residual,CO2,
33-35,woody fuels,1-hr fuels,residual,CO,
33-35,woody fuels,1-hr fuels,residual,CH4,
33-35,woody fuels,10-hr fuels,flaming,CO2,33
33-35,woody fuels,10-hr fuels,flaming,CO,33
33-35,woody fuels,10-hr fuels,flaming,CH4,33
33-35,woody fuels,10-hr fuels,smoldering,CO2,34
33-35,woody fuels,10-hr fuels,smoldering,CO,34
33-35,woody fuels,10-hr fuels,smoldering,CH4,34
33-35,woody fuels,10-hr fuels,residual,CO2,
33-35,woody fuels,10-hr fuels,residual,CO,
33-35,woody fuels,10-hr fuels,residual,CH4,
33-35,woody fuels,100-hr fuels,flaming,CO2,33
33-35,woody fuels,100-hr fuels,flaming,CO,33
33-35,woody fuels,100-hr fuels,flaming,CH4,33
33-35,woody fuels,100-hr fuels,smoldering,CO2,34
33-35,woody fuels,100-hr fuels,smoldering,CO,34
33-35,woody fuels,100-hr fuels,smoldering,CH4,34
33-35,woody fuels,100-hr fuels,residual,CO2,34
33-35,woody fuels,100-hr fuels,residual,CO,34
33-35,woody fuels,100-hr fuels,residual,CH4,34
33-35,woody fuels,1000-hr fuels sound,flaming,CO2,33
33-35,woody fuels,1000-hr fuels sound,flaming,CO,33
33-35,woody fuels,1000-hr fuels sound,flaming,CH4,33
33-35,woody fuels,1000-hr fuels sound,smoldering,CO2,34
33-35,woody fuels,1000-hr fuels sound,smoldering,CO,34
33-35,woody fuels,1000-hr fuels sound,smoldering,CH4,34
33-35,woody fuels,1000-hr fuels sound,residual,CO2,7
33-35,woody fuels,1000-hr fuels sound,residual,CO,7
33-35,woody fuels,1000-hr fuels sound,residual,CH4,7
33-35,woody fuels,1000-hr fuels rotten,flaming,CO2,33
33-35,woody fuels,1000-hr fuels rotten,flaming,CO,33
33-35,woody fuels,1000-hr fuels rotten,flaming,CH4,33
33-35,woody fuels,1000-hr fuels rotten,smoldering,CO2,34
33-35,woody fuels,1000-hr fuels rotten,smoldering,CO,34
33-35,woody fuels,1000-hr fuels rotten,smoldering,CH4,34
33-35,woody fuels,1000-hr fuels rotten,residual,CO2,7
33-35,woody fuels,1000-hr fuels rotten,residual,CO,7
33-35,woody fuels,1000-hr fuels rotten,residual,CH4,7
33-35,woody fuels,10000-hr fuels sound,flaming,CO2,33
33-35,woody fuels,10000-hr fuels sound,flaming,CO,33
33-35,woody fuels,10000-hr fuels sound,flaming,CH4,33
33-35,woody fuels,10000-hr fuels sound,smoldering,CO2,34
33-35,woody fuels,10000-hr fuels sound,smoldering,CO,34
33-35,woody fuels,10000-hr fuels sound,smoldering,CH4,34
33-35,woody fuels,10000-hr fuels sound,residual,CO2,7
33-35,woody fuels,10000-hr fuels sound,residual,CO,7
33-35,woody fuels,10000-hr fuels sound,residual,CH4,7
33-35,woody fuels,10000-hr fuels rotten,flaming,CO2,33
33-35,woody fuels,10000-hr fuels rotten,flaming,CO,33
33-35,woody fuels,10000-hr fuels rotten,flaming,CH4,33
33-35,woody fuels,10000-hr fuels rotten,smoldering,CO2,34
33-35,woody fuels,10000-hr fuels rotten,smoldering,CO,34
33-35,woody fuels,10000-hr fuels rotten,smoldering,CH4,34
33-35,woody fuels,10000-hr fuels rotten,residual,CO2,7
33-35,woody fuels,10000-hr fuels rotten,residual,CO,7
33-35,woody fuels,10000-hr fuels rotten,residual,CH4,7
33-35,woody fuels,10k+-hr fuels sound,flaming,CO2,33
33-35,woody fuels,10k+-hr fuels sound,flaming,CO,33
33-35,woody fuels,10k+-hr fuels sound,flaming,CH4,33
33-35,woody fuels,10k+-hr fuels sound,smoldering,CO2,34
33-35,woody fuels,10k+-hr fuels sound,smoldering,CO,34
33-35,woody fuels,10k+-hr fuels sound,smoldering,CH4,34
33-35,woody fuels,10k+-hr fuels sound,residual,CO2,7
33-35,woody fuels,10k+-hr fuels sound,residual,CO,7
33-35,woody fuels,10k+-hr fuels sound,residual,CH4,7
33-35,woody fuels,10k+-hr fuels rotten,flaming,CO2,33
33-35,woody fuels,10k+-hr fuels rotten,flaming,CO,33
33-35,woody fuels,10k+-hr fuels rotten,flaming,CH4,33
33-35,woody fuels,10k+-hr fuels rotten,smoldering,CO2,34
33-35,woody fuels,10k+-hr fuels rotten,smoldering,CO,34
33-35,woody fuels,10k+-hr fuels rotten,smoldering,CH4,34
33-35,woody fuels,10k+-hr fuels rotten,residual,CO2,7
33-35,woody fuels,10k+-hr fuels rotten,residual,CO,7
33-35,woody fuels,10k+-hr fuels rotten,residual,CH4,7
33-35,woody fuels,stumps sound,flaming,CO2,33
33-35,woody fuels,stumps sound,flaming,CO,33
33-35,woody fuels,stumps sound,flaming,CH4,33
33-35,woody fuels,stumps sound,smoldering,CO2,34
33-35,woody fuels,stumps sound,smoldering,CO,34
33-35,woody fuels,stumps sound,smoldering,CH4,34
33-35,woody fuels,stumps sound,residual,CO2,
33-35,woody fuels,stumps sound,residual,CO,
33-35,woody fuels,stumps sound,residual,CH4,
33-35,woody fuels,stumps rotten,flaming,CO2,33
33-35,woody fuels,stumps rotten,flaming,CO,33
33-35,woody fuels,stumps rotten,flaming,CH4,33
33-35,woody fuels,stumps rotten,smoldering,CO2,34
33-35,woody fuels,stumps rotten,smoldering,CO,34
33-35,woody fuels,stumps rotten,smoldering,CH4,34
33-35,woody fuels,stumps rotten,residual,CO2,7
33-35,woody fuels,stumps rotten,residual,CO,7
33-35,woody fuels,stumps rotten,residual,CH4,7
33-35,woody fuels,stumps lightered,flaming,CO2,33
33-35,woody fuels,stumps lightered,flaming,CO,33
33-35,woody fuels,stumps lightered,flaming,CH4,33
33-35,woody fuels,stumps lightered,smoldering,CO2,34
33-35,woody fuels,stumps lightered,smoldering,CO,34
33-35,woody fuels,stumps lightered,smoldering,CH4,34
33-35,woody fuels,stumps lightered,residual,CO2,7
33-35,woody fuels,stumps lightered,residual,CO,7
33-35,woody fuels,stumps lightered,residual,CH4,7
33-35,litter-lichen-moss,litter,flaming,CO2,33
33-35,litter-lichen-moss,litter,flaming,CO,33
33-35,litter-lichen-moss,litter,flaming,CH4,33
33-35,litter-lichen-moss,litter,smoldering,CO2,34
33-35,litter-lichen-moss,litter,smoldering,CO,34
33-35,litter-lichen-moss,litter,smoldering,CH4,34
33-35,litter-lichen-moss,litter,residual,CO2,
33-35,litter-lichen-moss,litter,residual,CO,
33-35,litter-lichen-moss,litter,residual,CH4,
33-35,litter-lichen-moss,lichen,flaming,CO2,33
33-35,litter-lichen-moss,lichen,flaming,CO,33
33-35,litter-lichen-moss,lichen,flaming,CH4,33
33-35,litter-lichen-moss,lichen,smoldering,CO2,34
33-35,litter-lichen-moss,lichen,smoldering,CO,34
33-35,litter-lichen-moss,lichen,smoldering,CH4,34
33-35,litter-lichen-moss,lichen,residual,CO2,
33-35,litter-lichen-moss,lichen,residual,CO,
33-35,litter-lichen-moss,lichen,residual,CH4,
33-35,litter-lichen-moss,moss,flaming,CO2,33
33-35,litter-lichen-moss,moss,flaming,CO,33
33-35,litter-lichen-moss,moss,flaming,CH4,33
33-35,litter-lichen-moss,moss,smoldering,CO2,34
33-35,litter-lichen-moss,moss,smoldering,CO,34
33-35,litter-lichen-moss,moss,smoldering,CH4,34
33-35,litter-lichen-moss,moss,residual,CO2,
33-35,litter-lichen-moss,moss,residual,CO,
33-35,litter-lichen-moss,moss,residual,CH4,
33-35,ground fuels,duff upper,flaming,CO2,8
33-35,ground fuels,duff upper,flaming,CO,8
33-35,ground fuels,duff upper,flaming,CH4,8
33-35,ground fuels,duff upper,smoldering,CO2,8
33-35,ground fuels,duff upper,smoldering,CO,8
33-35,ground fuels,duff upper,smoldering,CH4,8
33-35,ground fuels,duff upper,residual,CO2,8
33-35,ground fuels,duff upper,residual,CO,8
33-35,ground fuels,duff upper,residual,CH4,8
33-35,ground fuels,duff lower,flaming,CO2,8
33-35,ground fuels,duff lower,flaming,CO,8
33-35,ground fuels,duff lower,flaming,CH4,8
33-35,ground fuels,duff lower,smoldering,CO2,8
33-35,ground fuels,duff lower,smoldering,CO,8
33-35,ground fuels,duff lower,smoldering,CH4,8
33-35,ground fuels,duff lower,residual,CO2,8
33-35,ground fuels,duff lower,residual,CO,8
33-35,ground fuels,duff lower,residual,CH4,8
33-35,ground fuels,basal accumulations,flaming,CO2,8
33-35,ground fuels,basal accumulations,flaming,CO,8
33-35,ground fuels,basal accumulations,flaming,CH4,8
33-35,ground fuels,basal accumulations,smoldering,CO2,8
33-35,ground fuels,basal accumulations,smoldering,CO,8
33-35,ground fuels,basal accumulations,smoldering,CH4,8
33-35,ground fuels,basal accumulations,residual,CO2,8
33-35,ground fuels,basal accumulations,residual,CO,8
33-35,ground fuels,basal accumulations,residual,CH4,8
33-35,ground fuels,squirrel middens,flaming,CO2,8
33-35,ground fuels,squirrel middens,flaming,CO,8
33-35,ground fuels,squirrel middens,flaming,CH4,8
33-35,ground fuels,squirrel middens,smoldering,CO2,8
33-35,ground fuels,squirrel middens,smoldering,CO,8
33-35,ground fuels,squirrel middens,smoldering,CH4,8
33-35,ground fuels,squirrel middens,residual,CO2,8
33-35,ground fuels,squirrel middens,residual,CO,8
33-35,ground fuels,squirrel middens,residual,CH4,8
