GeneratorName=FCCS 3.0,GeneratorVersion=3.0.0,DateCreated=11/14/2014
fuelbed_number,filename,cover_type,ecoregion,overstory_loading,midstory_loading,understory_loading,snags_c1_foliage_loading,snags_c1wo_foliage_loading,snags_c1_wood_loading,snags_c2_loading,snags_c3_loading,shrubs_primary_loading,shrubs_secondary_loading,shrubs_primary_perc_live,shrubs_secondary_perc_live,nw_primary_loading,nw_secondary_loading,nw_primary_perc_live,nw_secondary_perc_live,w_sound_0_quarter_loading,w_sound_quarter_1_loading,w_sound_1_3_loading,w_sound_3_9_loading,w_sound_9_20_loading,w_sound_gt20_loading,w_rotten_3_9_loading,w_rotten_9_20_loading,w_rotten_gt20_loading,w_stump_sound_loading,w_stump_rotten_loading,w_stump_lightered_loading,litter_depth,litter_loading,lichen_depth,lichen_loading,moss_depth,moss_loading,basal_accum_loading,squirrel_midden_loading,ladderfuels_loading,duff_lower_depth,duff_lower_loading,duff_upper_depth,duff_upper_loading,pile_clean_loading,pile_dirty_loading,pile_vdirty_loading,Total_available_fuel_loading,efg_natural,efg_activity
283,FB_0283_FCCS.xml,81,220.000000,11.434501,7.840799,3.879563,0.000000,1.797689,0.000000,1.633628,0.816814,3.642394,0.410570,90.000000,90.000000,0.010000,0.000000,85.000000,0.000000,0.100000,0.200000,1.500000,1.500000,1.500000,0.000000,0.500000,0.500000,0.000000,0.314293,0.102101,0.000000,0.500000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.500000,0.900000,0.500000,0.400000,0.098592,0.000000,0.000000,14.738392,9,9
284,FB_0284_FCCS.xml,60,220.000000,9.801000,8.711998,2.793285,0.000000,25.215681,0.000000,24.157278,20.706240,0.710291,0.894596,90.000000,90.000000,0.010000,0.100000,85.000000,85.000000,0.000000,0.200000,1.500000,1.500000,1.500000,0.000000,0.500000,0.500000,0.000000,0.234356,0.102101,0.000000,0.500000,0.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.900000,0.500000,0.400000,0.098592,0.000000,0.000000,54.943451,9,9
286,FB_0286_FCCS.xml,126,340.000000,0.733115,3.018708,0.000000,0.000000,0.000000,0.000000,3.101341,3.618231,0.976561,0.364545,90.000000,90.000000,0.010000,0.100000,90.000000,90.000000,0.200000,1.000000,1.000000,1.000000,6.000000,2.000000,2.000000,5.000000,10.000000,0.068722,0.045945,0.000000,1.000000,2.082500,0.000000,0.000000,0.500000,0.007500,0.001681,0.000000,3.000000,0.700000,8.820001,0.700000,3.920000,0.000000,0.000000,0.000000,54.317028,8,3
287,FB_0287_FCCS.xml,32,220.000000,6.943028,5.857078,2.081994,0.035963,0.942478,1.483868,2.102403,1.051201,0.723132,0.036333,80.000000,80.000000,0.010000,0.000000,80.000000,0.000000,0.200000,0.400000,0.900000,0.300000,0.000000,0.000000,0.600000,0.300000,0.000000,0.000000,0.000000,0.000000,1.000000,2.657600,0.000000,0.000000,1.000000,0.150000,0.000000,0.000000,3.000000,0.500000,7.650000,0.500000,3.400000,0.038854,0.000000,0.000000,23.555485,8,8
288,FB_0288_FCCS.xml,90,220.000000,8.342610,2.833795,0.000000,0.000000,4.182088,0.000000,1.960354,1.568283,1.200000,0.000000,80.000000,0.000000,0.010000,0.000000,80.000000,0.000000,0.200000,0.200000,0.500000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,0.000000,0.612606,0.000000,0.500000,0.760000,0.000000,0.000000,1.000000,0.150000,0.000000,0.000000,0.040000,0.500000,3.600000,0.500000,1.600000,0.000000,0.000000,0.000000,20.401243,11,11
289,FB_0289_FCCS.xml,101,230.000000,0.086249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,80.000000,0.000000,0.100000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4.436500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,22.000002,1.000000,8.000000,0.000000,0.000000,0.000000,37.736504,11,11
291,FB_0291_FCCS.xml,67,230.000000,2.479653,0.000000,0.035627,0.000000,0.000000,0.000000,1.543779,0.918916,8.000000,0.000000,90.000000,0.000000,0.100000,0.100000,60.000000,60.000000,0.020000,0.400000,0.300000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015315,0.000000,2.000000,3.612000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,12.600000,0.500000,2.800000,0.000000,0.000000,0.000000,32.410007,11,11
301,FB_0301_LF.xml,13,260.000000,10.977119,1.916640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.449228,0.000000,50.000000,0.000000,0.200000,0.000000,90.000000,0.000000,0.200000,0.300000,0.100000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,1.193500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,2.000000,0.000000,0.000000,0.000000,5.542728,9,9
302,FB_0302_LF.xml,171,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,0.000000,95.000000,0.000000,0.200000,0.100000,95.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.056000,0.000000,0.000000,0.700000,0.052500,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.400000,0.000000,0.000000,0.000000,2.608500,13,13
303,FB_0303_LF.xml,142,340.000000,5.488560,1.393920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.587051,0.000000,50.000000,0.000000,0.050000,0.000000,90.000000,0.000000,0.200000,0.300000,0.100000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,1.519000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,2.000000,0.000000,0.000000,0.000000,5.856051,9,9
304,FB_0304_LF.xml,113,340.000000,6.899905,1.581228,0.000000,0.078920,0.000000,1.866499,1.960354,1.633628,1.188416,0.000000,90.000000,0.000000,0.020000,0.000000,85.000000,0.000000,0.400000,1.000000,2.000000,4.000000,2.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.600000,0.000000,0.000000,2.000000,2.100000,0.000000,0.000000,0.500000,1.000000,16.500000,2.000000,12.000001,0.000000,0.000000,0.000000,48.981323,8,4
305,FB_0305_LF.xml,128,240.000000,9.283505,3.802788,0.340291,0.000000,1.304389,0.000000,0.250149,1.176212,2.695305,0.000000,95.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.200000,0.800000,1.300000,0.500000,0.500000,0.000000,3.000000,2.000000,0.000000,0.000000,0.029405,0.000000,0.500000,1.304750,0.100000,0.002500,0.500000,0.300000,0.000000,0.000000,0.000000,0.500000,11.000001,0.500000,4.000000,0.000000,0.000000,0.000000,29.158321,9,9
306,FB_0306_LF.xml,155,260.000000,0.689990,2.299968,0.402494,0.000000,0.000000,0.000000,3.101341,3.618231,0.976561,0.364545,90.000000,90.000000,0.010000,0.100000,90.000000,90.000000,0.200000,1.000000,1.000000,1.000000,6.000000,2.000000,2.000000,5.000000,10.000000,0.082221,0.045945,0.000000,1.000000,2.082500,0.000000,0.000000,0.500000,0.007500,0.001723,0.000000,3.000000,0.700000,8.820001,0.700000,3.920000,0.000000,0.000000,0.000000,54.330574,8,3
307,FB_0307_LF.xml,225,320.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.529775,0.000000,50.000000,0.000000,0.200000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.729775,7,7
308,FB_0308_LF.xml,201,340.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.562554,0.000000,80.000000,0.000000,0.050000,0.010000,85.000000,85.000000,0.060000,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.702554,12,12
309,FB_0309_LF.xml,167,340.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.553545,0.000000,50.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.653545,7,7
310,FB_0310_LF.xml,219,320.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.135274,0.000000,45.000000,0.000000,0.100000,0.000000,70.000000,0.000000,0.100000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.052850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.588124,7,7
311,FB_0311_LF.xml,210,340.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.067637,0.000000,45.000000,0.000000,0.100000,0.000000,70.000000,0.000000,0.100000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.052850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.520487,7,7
312,FB_0312_LF.xml,209,340.000000,0.392040,2.221560,6.174630,0.000000,0.000000,0.000000,0.000000,0.000000,1.569592,0.072909,90.000000,98.000000,0.100000,0.010000,80.000000,80.000000,0.200000,0.200000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.930000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,1.200000,0.000000,0.000000,0.000000,5.782502,7,7
313,FB_0313_LF.xml,209,340.000000,0.021780,0.370260,1.029105,0.000000,0.000000,0.000000,0.000000,0.000000,0.714144,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.200000,0.200000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.775000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,1.200000,0.000000,0.000000,0.000000,4.689145,7,7
314,FB_0314_LF.xml,116,240.000000,5.031180,0.000000,2.414966,0.123466,0.000000,26.862343,26.791506,4.410796,0.911595,0.000000,89.000000,0.000000,0.200000,0.000000,60.000000,0.000000,0.100000,0.400000,1.700000,4.400000,13.600000,0.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.800000,1.394400,0.000000,0.000000,0.500000,0.007500,0.000000,0.000000,0.500000,0.000000,0.000000,0.200000,1.120000,0.000000,0.000000,0.000000,57.159260,8,3
315,FB_0315_LF.xml,168,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.250000,0.100000,95.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.057500,0.000000,0.000000,0.700000,0.052500,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,2.000000,0.000000,0.000000,0.000000,3.460000,13,13
316,FB_0316_LF.xml,159,260.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.291824,3.642192,70.000000,80.000000,0.300000,0.000000,90.000000,0.000000,0.100000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,8.370001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.804016,7,7
317,FB_0317_LF.xml,214,340.000000,0.706979,0.000000,0.086249,0.000000,1.304389,0.000000,0.250149,1.176212,0.576465,0.000000,80.000000,0.000000,0.100000,0.000000,90.000000,0.000000,0.200000,0.800000,1.300000,0.500000,0.500000,0.000000,3.000000,2.000000,0.000000,0.000000,0.029405,0.000000,0.500000,1.304750,0.100000,0.002500,0.500000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,4.000000,0.000000,0.000000,0.000000,16.039482,7,7
318,FB_0318_LF.xml,171,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.250000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.345000,0.000000,0.000000,0.700000,0.052500,0.000000,0.000000,0.000000,0.500000,1.650000,0.500000,0.600000,0.000000,0.000000,0.000000,3.897500,13,13
319,FB_0319_LF.xml,133,240.000000,1.983722,0.000000,0.343035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.400000,0.900000,1.100000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.108800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,1.200000,0.000000,0.000000,0.000000,5.108800,8,1
320,FB_0320_LF.xml,120,330.000000,7.697705,1.164359,0.050312,0.000000,0.890052,0.000000,0.000000,0.551350,0.922252,0.000000,80.000000,0.000000,0.100000,0.010000,40.000000,60.000000,0.700000,2.100000,4.400000,0.700000,3.500000,0.000000,0.700000,8.000000,1.000000,0.000000,0.000000,0.000000,1.000000,2.404000,0.000000,0.000000,0.000000,0.000000,0.043450,0.000000,3.000000,0.500000,7.200000,1.200000,7.680000,0.000000,0.000000,0.000000,43.011051,8,4
321,FB_0321_LF.xml,131,240.000000,5.347425,3.219955,0.409682,0.019982,0.000000,3.044553,1.698973,1.045522,1.361745,0.000000,90.000000,0.000000,0.150000,0.010000,85.000000,60.000000,0.500000,1.000000,2.000000,2.000000,3.000000,1.000000,1.000000,3.000000,2.000000,0.000000,0.000000,0.000000,0.500000,1.455000,0.100000,0.001500,0.500000,0.112500,0.000000,0.000000,0.500000,2.500000,42.750004,0.500000,3.000000,0.000000,0.000000,0.000000,67.605225,8,1
322,FB_0322_LF.xml,130,240.000000,6.468659,10.781098,0.718740,0.097096,0.000000,4.056146,0.612611,0.408407,2.370029,0.000000,75.000000,0.000000,0.150000,0.050000,60.000000,80.000000,1.300000,1.000000,1.000000,2.000000,4.000000,5.000000,2.000000,4.000000,5.000000,0.000000,0.000000,0.000000,1.000000,2.850000,0.100000,0.006000,0.700000,0.210000,0.000000,0.000000,0.500000,2.000000,34.200001,3.000000,22.800001,0.000000,0.000000,0.000000,89.554146,8,1
323,FB_0323_LF.xml,124,130.000000,2.352240,0.000000,0.026136,0.000000,0.000000,0.000000,0.000000,0.000000,3.481190,0.000000,93.000000,0.000000,0.200000,0.000000,90.000000,0.000000,0.200000,0.400000,0.200000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.058800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.080000,0.000000,0.000000,0.000000,4.719989,9,9
324,FB_0324_LF.xml,300,130.000000,2.069971,0.000000,1.034985,0.000000,0.000000,0.000000,2.756748,0.000000,0.984076,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.500000,0.500000,0.500000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.614000,1.500000,0.075000,2.000000,2.550000,0.000000,0.000000,0.000000,4.000000,64.800003,5.000000,40.000000,0.000000,0.000000,0.000000,113.879837,9,9
325,FB_0325_LF.xml,104,240.000000,7.244900,2.328717,0.413276,0.000000,0.000000,0.000000,0.784142,1.960354,2.269575,0.000000,90.000000,0.000000,0.100000,0.000000,80.000000,0.000000,0.200000,0.200000,0.400000,0.200000,5.000000,0.000000,0.500000,5.000000,0.000000,0.000000,0.000000,0.000000,0.500000,1.479800,0.200000,0.002000,0.700000,0.105000,0.000000,0.000000,0.040000,1.000000,17.640001,1.000000,7.840000,0.000000,0.000000,0.000000,43.720875,8,8
326,FB_0326_LF.xml,311,130.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.400000,1.185122,90.000000,90.000000,0.050000,0.000000,80.000000,0.000000,0.200000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.790000,1.000000,0.075000,1.000000,0.375000,0.000000,0.000000,0.000000,0.200000,3.240000,0.200000,1.440000,0.000000,0.000000,0.000000,12.755121,8,8
327,FB_0327_LF.xml,311,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.410661,0.000000,90.000000,0.000000,1.000000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.416500,0.000000,0.000000,4.000000,5.100000,0.000000,0.000000,0.000000,5.000000,99.000008,5.000000,36.000000,0.000000,0.000000,0.000000,141.927170,8,8
328,FB_0328_LF.xml,112,240.000000,0.172498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.732489,0.000000,90.000000,0.000000,1.000000,0.000000,80.000000,0.000000,0.100000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.428750,0.000000,0.000000,4.000000,5.100000,0.000000,0.000000,0.000000,5.000000,99.000008,5.000000,36.000000,0.000000,0.000000,0.000000,142.761246,8,1
329,FB_0329_LF.xml,311,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.698928,0.000000,98.000000,0.000000,0.050000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.232500,0.100000,0.010000,0.100000,0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.300000,0.000000,0.000000,0.000000,7.321429,8,8
330,FB_0330_LF.xml,302,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.000000,90.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.725000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,1.000000,0.000000,0.000000,0.000000,3.225000,9,9
331,FB_0331_LF.xml,300,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.488571,0.000000,90.000000,0.000000,0.050000,0.050000,80.000000,80.000000,0.200000,0.500000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,8.100000,1.000000,7.200000,0.000000,0.000000,0.000000,26.878572,9,9
332,FB_0332_LF.xml,106,240.000000,7.187400,13.329359,0.000000,0.000000,0.000000,0.000000,3.752240,3.752240,1.000000,0.000000,90.000000,0.000000,0.010000,0.020000,80.000000,80.000000,0.200000,0.300000,1.500000,2.000000,1.000000,0.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,2.000000,5.580000,0.000000,0.000000,2.000000,0.150000,0.000000,0.000000,0.000000,1.000000,16.200001,1.000000,7.200000,0.000000,0.000000,0.000000,44.164482,8,8
333,FB_0333_LF.xml,306,130.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.339000,0.000000,98.000000,0.000000,0.050000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.186000,0.100000,0.015000,0.100000,0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.605000,13,13
334,FB_0334_LF.xml,311,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.042643,0.000000,98.000000,0.000000,0.100000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.232500,0.100000,0.010000,0.100000,0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,0.300000,0.000000,0.000000,0.000000,6.715142,8,8
335,FB_0335_LF.xml,312,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.238028,0.000000,98.000000,0.000000,0.100000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.181200,0.000000,0.000000,5.000000,5.250000,0.000000,0.000000,0.000000,3.000000,52.799999,3.000000,19.199999,0.000000,0.000000,0.000000,79.769226,11,11
336,FB_0336_LF.xml,999,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.805000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,4.500000,0.500000,2.000000,0.000000,0.000000,0.000000,8.305000,8,8
337,FB_0337_LF.xml,308,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,65.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.977500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,9.900001,0.500000,3.600000,0.000000,0.000000,0.000000,15.477501,13,13
338,FB_0338_LF.xml,315,130.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.944304,0.000000,98.000000,0.000000,0.800000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.892500,0.000000,0.000000,0.300000,0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,3.800000,0.000000,0.000000,0.000000,6.526804,13,13
339,FB_0339_LF.xml,315,240.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010000,0.000000,98.000000,0.000000,0.800000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.892500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,3.400000,0.000000,0.000000,0.000000,5.102500,13,13
401,FB_0401_LF.xml,999,230.000000,0.186872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.442047,2.071118,90.000000,90.000000,0.200000,0.000000,75.000000,0.000000,0.200000,1.000000,2.000000,2.000000,0.000000,0.000000,4.400000,1.400000,0.000000,0.000000,1.531514,0.000000,2.000000,4.530000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,9.180000,0.600000,4.080000,0.000000,0.000000,0.000000,36.034683,8,8
402,FB_0402_LF.xml,71,230.000000,0.402494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.147349,1.380745,90.000000,90.000000,0.100000,0.000000,75.000000,0.000000,0.900000,3.600000,6.200000,10.600000,0.000000,0.000000,4.400000,1.400000,0.000000,0.000000,1.276262,0.000000,2.000000,4.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.600000,9.180000,0.600000,4.080000,0.000000,0.000000,0.000000,51.854359,11,11
403,FB_0403_LF.xml,47,220.000000,2.123550,0.469631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.056993,0.000000,85.000000,0.000000,0.130000,0.000000,50.000000,0.000000,0.300000,0.700000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.100000,1.260000,0.100000,0.560000,0.000000,0.000000,0.000000,8.296993,9,9
404,FB_0404_LF.xml,56,220.000000,22.738319,12.212828,5.145525,0.000000,1.729901,0.000000,0.801282,0.629578,2.760000,0.000000,85.000000,0.000000,0.300000,0.000000,85.000000,0.000000,1.000000,1.000000,2.000000,3.000000,2.000000,0.500000,2.300000,0.500000,0.000000,0.000000,0.000000,0.000000,2.000000,5.580000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.200000,0.233521,0.000000,0.000000,29.804382,9,9
405,FB_0405_LF.xml,52,220.000000,6.370649,0.449212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.591294,0.000000,85.000000,0.000000,0.130000,0.000000,50.000000,0.000000,0.300000,0.700000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.790000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.100000,1.260000,0.100000,0.560000,0.000000,0.000000,0.000000,11.831293,9,9
406,FB_0406_LF.xml,41,230.000000,9.147599,10.291049,2.082712,0.000000,7.197389,0.000000,2.832774,2.478678,1.240436,0.000000,80.000000,0.000000,0.080000,0.000000,80.000000,0.000000,0.500000,0.500000,1.000000,3.000000,1.000000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.890000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.250000,3.375000,0.500000,3.000000,0.095413,0.000000,0.000000,25.492302,9,9
407,FB_0407_LF.xml,52,230.000000,13.186264,4.355999,0.653400,0.000000,0.237869,0.000000,0.095720,0.095720,1.134788,0.000000,85.000000,0.000000,0.080000,0.000000,70.000000,0.000000,0.600000,1.200000,1.600000,1.500000,1.800000,0.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,7.904999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.800000,0.312145,0.000000,0.000000,23.923372,9,9
